tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[72, 92, 81], [50, 46, 15], [52, 91, 82], [68, 48, 17], [94, 93, 79], [50, 40, 22], [8, 47, 16], [6, 52, 18], [119, 90, 80], [116, 48, 24]]","[[15, 47, 17]]"
tomo_03437b,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[44, 63, 27], [66, 58, 28], [93, 61, 28], [73, 113, 88], [27, 61, 28], [56, 114, 86], [16, 114, 84], [31, 111, 91]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_081a2d,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[76, 35, 58], [51, 35, 58], [62, 42, 89], [79, 41, 88], [20, 36, 58], [111, 43, 87], [17, 44, 83], [2, 37, 58], [62, 97, 45], [2, 46, 85]]","[[66, 42, 90]]"
tomo_0eb994,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[75, 111, 87]]"
tomo_12f896,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,12,0,0.07692307686390532,0.9999999900000002,0.14285714132653063,0.29411764394463674,13,1,"[[32, 34, 62], [73, 32, 63], [71, 39, 41], [50, 39, 42], [93, 39, 43], [71, 89, 64], [12, 44, 46], [51, 89, 61], [84, 87, 73], [115, 42, 37], [85, 78, 82], [105, 33, 74], [2, 51, 38]]","[[58, 31, 63]]"
tomo_161683,1,26,0,0.03703703702331961,0.9999999900000002,0.0714285706887755,0.1612903209157128,27,1,"[[78, 27, 51], [70, 52, 43], [58, 18, 55], [61, 25, 50], [80, 18, 57], [42, 22, 52], [47, 55, 41], [82, 70, 38], [48, 28, 51], [39, 50, 44], [70, 73, 40], [71, 64, 39], [61, 101, 70], [34, 101, 70], [48, 99, 69], [37, 72, 39], [99, 22, 51], [21, 103, 72], [56, 78, 48], [15, 56, 41], [15, 70, 38], [62, 103, 82], [24, 64, 38], [11, 23, 55], [109, 73, 42], [72, 85, 64], [55, 70, 63]]","[[100, 20, 51]]"
tomo_16fce8,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[65, 80, 51], [73, 84, 56], [25, 79, 52], [75, 89, 60], [67, 85, 68], [31, 83, 61], [47, 84, 66], [15, 84, 66]]",[]
tomo_19a313,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 80, 41]]"
tomo_1c75ac,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_1cc887,1,39,0,0.02499999999375,0.9999999900000002,0.0487804873051755,0.11363636247417357,40,1,"[[35, 89, 28], [55, 86, 26], [38, 82, 25], [68, 22, 88], [63, 20, 81], [83, 18, 87], [66, 28, 71], [83, 31, 67], [50, 22, 81], [95, 27, 67], [13, 88, 28], [52, 70, 31], [71, 36, 107], [50, 101, 45], [83, 73, 28], [81, 92, 111], [83, 90, 102], [86, 68, 33], [47, 94, 108], [69, 111, 101], [50, 36, 107], [39, 110, 33], [31, 112, 31], [71, 111, 90], [41, 37, 98], [37, 39, 108], [86, 70, 102], [101, 64, 40], [84, 60, 111], [22, 96, 108], [88, 55, 113], [97, 57, 55], [92, 59, 48], [4, 101, 107], [75, 56, 53], [72, 55, 56], [111, 35, 107], [51, 40, 64], [49, 110, 110], [84, 108, 32]]","[[57, 92, 26]]"
tomo_1e9980,0,2,0,0.0,1.0,0.0,0.0,2,0,"[[122, 62, 49], [114, 78, 53]]",[]
tomo_1f0e78,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[45, 88, 105], [73, 88, 103], [43, 107, 36], [27, 88, 103], [75, 101, 42]]","[[26, 106, 36]]"
tomo_221a47,1,8,0,0.1111111109876543,0.9999999900000002,0.1999999978,0.38461538047337274,9,1,"[[57, 38, 73], [3, 54, 85], [73, 40, 78], [99, 43, 78], [22, 40, 74], [56, 47, 83], [29, 38, 69], [27, 50, 84], [73, 49, 85]]","[[80, 43, 78]]"
tomo_225d8f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 64, 69]]"
tomo_2645a0,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[120, 91, 49], [75, 97, 56], [73, 81, 40], [58, 82, 41], [76, 92, 48], [94, 91, 47], [28, 83, 43], [41, 96, 59]]",[]
tomo_288d4f,0,2,0,0.0,1.0,0.0,0.0,2,0,"[[92, 90, 79], [114, 89, 79]]",[]
tomo_28f9c1,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_2a6091,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[99, 66, 88]]"
tomo_2a6ca2,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 70, 48]]"
