tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[72, 92, 81], [50, 46, 15], [52, 91, 82], [68, 48, 17], [94, 93, 79], [50, 40, 22], [8, 47, 16], [6, 52, 18], [119, 90, 80], [116, 48, 24]]","[[15, 47, 17]]"
tomo_03437b,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[44, 63, 27], [66, 58, 28], [93, 61, 28], [73, 113, 88], [27, 61, 28], [56, 114, 86], [16, 114, 84], [31, 111, 91]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_081a2d,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[76, 35, 58], [51, 35, 58], [62, 42, 89], [79, 41, 88], [20, 36, 58], [111, 43, 87], [17, 44, 83], [2, 37, 58]]","[[66, 42, 90]]"
tomo_0eb994,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[75, 111, 87]]"
tomo_12f896,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[32, 34, 62], [73, 32, 63], [71, 39, 41], [50, 39, 42], [93, 39, 43], [71, 89, 64], [12, 44, 46], [51, 89, 61]]","[[58, 31, 63]]"
tomo_161683,1,24,0,0.039999999984,0.9999999900000002,0.07692307612426036,0.17241379131985732,25,1,"[[78, 27, 51], [70, 52, 43], [58, 18, 55], [61, 25, 50], [80, 18, 57], [42, 22, 52], [47, 55, 41], [82, 70, 38], [48, 28, 51], [39, 50, 44], [70, 73, 40], [71, 64, 39], [61, 101, 70], [34, 101, 70], [48, 99, 69], [37, 72, 39], [99, 22, 51], [21, 103, 72], [56, 78, 48], [15, 56, 41], [15, 70, 38], [62, 103, 82], [24, 64, 38], [11, 23, 55], [109, 73, 42]]","[[100, 20, 51]]"
tomo_16fce8,0,6,0,0.0,1.0,0.0,0.0,6,0,"[[65, 80, 51], [73, 84, 56], [25, 79, 52], [75, 89, 60], [67, 85, 68], [31, 83, 61]]",[]
tomo_19a313,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 80, 41]]"
tomo_1c75ac,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_1cc887,1,30,0,0.0322580645057232,0.9999999900000002,0.062499999355468745,0.1428571413877551,31,1,"[[35, 89, 28], [55, 86, 26], [38, 82, 25], [68, 22, 88], [63, 20, 81], [83, 18, 87], [66, 28, 71], [83, 31, 67], [50, 22, 81], [95, 27, 67], [13, 88, 28], [52, 70, 31], [71, 36, 107], [50, 101, 45], [83, 73, 28], [81, 92, 111], [83, 90, 102], [86, 68, 33], [47, 94, 108], [69, 111, 101], [50, 36, 107], [39, 110, 33], [31, 112, 31], [71, 111, 90], [41, 37, 98], [37, 39, 108], [86, 70, 102], [101, 64, 40], [84, 60, 111], [22, 96, 108], [88, 55, 113]]","[[57, 92, 26]]"
tomo_1e9980,0,2,0,0.0,1.0,0.0,0.0,2,0,"[[122, 62, 49], [114, 78, 53]]",[]
tomo_1f0e78,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[45, 88, 105], [73, 88, 103], [43, 107, 36]]","[[26, 106, 36]]"
tomo_221a47,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9999999880000001,1,1,"[[57, 38, 73]]","[[80, 43, 78]]"
tomo_225d8f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 64, 69]]"
tomo_2645a0,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[120, 91, 49], [75, 97, 56], [73, 81, 40], [58, 82, 41], [76, 92, 48]]",[]
tomo_288d4f,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_28f9c1,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_2a6091,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[99, 66, 88]]"
tomo_2a6ca2,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 70, 48]]"
tomo_2acf68,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[49, 45, 94]]"
tomo_2daaee,0,0,4,0.0,0.0,0.0,0.0,0,4,[],"[[0, 82, 115], [24, 84, 113], [77, 22, 100], [7, 78, 114]]"
tomo_319f79,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 34, 51]]"
tomo_3264bc,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_32aaa7,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[70, 70, 88]]"
tomo_37076e,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[45, 51, 41]]"
