tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,11,0,0.08333333326388888,0.9999999900000002,0.1538461521893491,0.3124999966796875,12,1,"[[71, 92, 80], [53, 50, 17], [52, 89, 82], [37, 46, 14], [20, 55, 21], [34, 41, 22], [95, 92, 78], [68, 42, 21], [55, 39, 26], [91, 91, 72], [73, 89, 69], [123, 90, 77]]","[[15, 47, 17]]"
tomo_03437b,1,11,0,0.08333333326388888,0.9999999900000002,0.1538461521893491,0.3124999966796875,12,1,"[[69, 57, 28], [19, 112, 84], [46, 63, 27], [73, 112, 86], [27, 110, 90], [44, 113, 84], [56, 110, 78], [28, 62, 30], [3, 107, 91], [77, 108, 79], [54, 106, 92], [45, 69, 36]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_081a2d,1,13,0,0.07142857137755101,0.9999999900000002,0.13333333191111113,0.277777774845679,14,1,"[[60, 43, 89], [65, 39, 48], [79, 45, 89], [72, 38, 59], [20, 38, 57], [54, 36, 60], [63, 96, 45], [44, 43, 85], [66, 94, 65], [106, 46, 88], [97, 42, 83], [63, 91, 39], [60, 85, 33], [23, 44, 80]]","[[66, 42, 90]]"
tomo_0eb994,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[75, 111, 87]]"
tomo_12f896,0,3,1,0.0,0.0,0.0,0.0,3,1,"[[82, 52, 44], [87, 50, 32], [125, 50, 42]]","[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,16,0,0.05882352937716263,0.9999999900000002,0.11111110993827158,0.238095235600907,17,1,"[[31, 36, 62], [77, 32, 63], [71, 40, 40], [51, 34, 62], [49, 40, 42], [36, 43, 42], [85, 41, 45], [15, 46, 46], [72, 79, 44], [66, 34, 75], [73, 88, 63], [48, 87, 60], [3, 74, 81], [3, 48, 45], [16, 56, 84], [63, 72, 38], [58, 76, 41]]","[[58, 31, 63]]"
tomo_161683,1,25,0,0.03846153844674556,0.9999999900000002,0.07407407330589848,0.16666666494444443,26,1,"[[35, 103, 80], [34, 102, 70], [47, 58, 39], [62, 101, 70], [68, 74, 40], [33, 71, 40], [62, 53, 41], [60, 103, 81], [71, 63, 39], [80, 26, 51], [65, 59, 39], [47, 75, 39], [30, 57, 40], [73, 50, 45], [42, 27, 51], [35, 50, 44], [80, 102, 77], [23, 65, 38], [20, 60, 40], [60, 27, 50], [104, 23, 51], [69, 79, 48], [53, 82, 44], [86, 19, 57], [95, 30, 51], [18, 28, 56]]","[[100, 20, 51]]"
tomo_16fce8,0,7,0,0.0,1.0,0.0,0.0,7,0,"[[15, 81, 67], [29, 81, 60], [44, 82, 67], [64, 83, 68], [3, 71, 53], [3, 77, 58], [28, 69, 52]]",[]
tomo_19a313,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 80, 41]]"
tomo_1c75ac,0,3,0,0.0,1.0,0.0,0.0,3,0,"[[77, 81, 41], [31, 84, 42], [123, 82, 45]]",[]
tomo_1cc887,1,35,0,0.027777777770061726,0.9999999900000002,0.05405405349890431,0.12499999871874999,36,1,"[[39, 82, 25], [35, 88, 26], [67, 85, 25], [12, 85, 27], [84, 68, 33], [82, 73, 28], [75, 65, 37], [72, 77, 25], [16, 89, 30], [87, 39, 110], [88, 36, 105], [80, 59, 47], [90, 44, 113], [85, 28, 68], [69, 27, 71], [71, 22, 89], [74, 56, 57], [89, 63, 41], [78, 68, 104], [86, 58, 111], [98, 23, 90], [67, 18, 81], [56, 70, 30], [27, 100, 111], [71, 34, 69], [48, 22, 82], [77, 40, 63], [44, 25, 83], [24, 104, 110], [34, 48, 111], [47, 111, 111], [29, 109, 107], [94, 18, 82], [102, 54, 113], [36, 41, 108], [85, 55, 62]]","[[57, 92, 26]]"
tomo_1e9980,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[99, 83, 59], [123, 66, 49], [84, 61, 51], [112, 78, 54], [123, 75, 53], [123, 78, 57], [68, 67, 51], [123, 78, 68]]",[]
tomo_1f0e78,1,11,0,0.08333333326388888,0.9999999900000002,0.1538461521893491,0.3124999966796875,12,1,"[[44, 87, 104], [39, 105, 35], [73, 88, 102], [33, 102, 42], [27, 86, 103], [46, 90, 26], [69, 88, 26], [76, 98, 34], [66, 84, 25], [74, 56, 101], [60, 96, 69], [75, 53, 29]]","[[26, 106, 36]]"
tomo_221a47,1,5,0,0.16666666638888888,0.9999999900000002,0.2857142824489796,0.4999999945,6,1,"[[61, 37, 70], [74, 40, 77], [100, 42, 77], [79, 51, 84], [3, 55, 86], [125, 39, 68]]","[[80, 43, 78]]"
tomo_225d8f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 64, 69]]"
tomo_2645a0,0,9,0,0.0,1.0,0.0,0.0,9,0,"[[59, 83, 42], [79, 88, 45], [77, 95, 57], [83, 92, 66], [18, 88, 48], [31, 90, 64], [123, 90, 48], [69, 93, 63], [51, 90, 68]]",[]
tomo_288d4f,0,4,0,0.0,1.0,0.0,0.0,4,0,"[[87, 85, 65], [90, 67, 84], [83, 60, 82], [123, 67, 84]]",[]
