tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[70, 91, 80], [51, 90, 80], [54, 49, 17], [95, 91, 79], [113, 88, 81]]","[[15, 47, 17]]"
tomo_03437b,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[69, 58, 28], [44, 61, 28], [28, 62, 30], [48, 111, 90], [60, 109, 91]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,1,0,0.0,1.0,0.0,0.0,1,0,"[[123, 50, 87]]",[]
tomo_081a2d,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[62, 43, 88], [50, 36, 54], [70, 37, 56], [23, 36, 56], [104, 45, 88]]","[[66, 42, 90]]"
tomo_0eb994,0,1,1,0.0,0.0,0.0,0.0,1,1,"[[88, 74, 29]]","[[75, 111, 87]]"
tomo_12f896,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,5,0,0.16666666638888888,0.9999999900000002,0.2857142824489796,0.4999999945,6,1,"[[73, 32, 64], [41, 33, 64], [68, 41, 38], [88, 41, 38], [46, 32, 70], [50, 41, 39]]","[[58, 31, 63]]"
tomo_161683,1,14,0,0.06666666662222222,0.9999999900000002,0.12499999867187499,0.26315789196675904,15,1,"[[48, 104, 76], [60, 101, 71], [55, 103, 79], [91, 21, 53], [51, 20, 53], [36, 101, 70], [79, 102, 73], [62, 74, 44], [65, 57, 40], [90, 71, 40], [54, 65, 40], [73, 63, 39], [27, 74, 41], [54, 66, 62], [5, 103, 72]]","[[100, 20, 51]]"
tomo_16fce8,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[67, 79, 52], [74, 83, 57], [65, 84, 67], [48, 83, 66], [27, 81, 60], [14, 77, 56], [5, 73, 54], [119, 69, 57]]",[]
tomo_19a313,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 80, 41]]"
tomo_1c75ac,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[115, 78, 44], [7, 84, 43], [79, 80, 41], [63, 82, 41], [31, 83, 41]]",[]
tomo_1cc887,1,17,0,0.05555555552469135,0.9999999900000002,0.1052631567867036,0.2272727248966942,18,1,"[[56, 85, 25], [59, 109, 102], [47, 107, 107], [93, 25, 69], [82, 20, 87], [89, 76, 28], [74, 66, 105], [84, 30, 67], [74, 24, 70], [65, 61, 109], [61, 58, 111], [50, 64, 107], [38, 42, 109], [54, 44, 112], [88, 39, 110], [76, 114, 70], [29, 116, 30], [122, 23, 70]]","[[57, 92, 26]]"
tomo_1e9980,0,2,0,0.0,1.0,0.0,0.0,2,0,"[[113, 75, 53], [94, 70, 51]]",[]
