tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,8,0,0.1111111109876543,0.9999999900000002,0.1999999978,0.38461538047337274,9,1,"[[70, 91, 80], [51, 90, 80], [54, 49, 17], [95, 91, 79], [113, 88, 81], [1, 51, 18], [115, 47, 26], [0, 64, 75], [124, 42, 39]]","[[15, 47, 17]]"
tomo_03437b,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[69, 58, 28], [44, 61, 28], [28, 62, 30], [48, 111, 90], [60, 109, 91], [1, 109, 91], [123, 53, 46], [0, 113, 85], [1, 56, 53], [0, 60, 63]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,10,0,0.0,1.0,0.0,0.0,10,0,"[[123, 50, 87], [75, 50, 89], [79, 48, 87], [123, 69, 85], [92, 66, 89], [13, 51, 85], [51, 59, 91], [40, 59, 89], [63, 54, 90], [98, 51, 89]]",[]
tomo_081a2d,1,5,0,0.16666666638888888,0.9999999900000002,0.2857142824489796,0.4999999945,6,1,"[[62, 43, 88], [50, 36, 54], [70, 37, 56], [23, 36, 56], [104, 45, 88], [59, 96, 46]]","[[66, 42, 90]]"
tomo_0eb994,0,3,1,0.0,0.0,0.0,0.0,3,1,"[[88, 74, 29], [68, 77, 31], [122, 86, 32]]","[[75, 111, 87]]"
tomo_12f896,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[123, 50, 38], [50, 50, 40], [9, 49, 32], [80, 51, 43], [100, 50, 27], [0, 51, 42], [22, 51, 41], [45, 50, 30]]","[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,15,0,0.0624999999609375,0.9999999900000002,0.11764705757785467,0.249999997375,16,1,"[[73, 32, 64], [41, 33, 64], [68, 41, 38], [88, 41, 38], [46, 32, 70], [50, 41, 39], [122, 53, 36], [1, 50, 82], [2, 50, 38], [1, 57, 84], [123, 42, 79], [0, 70, 83], [122, 38, 75], [0, 83, 74], [0, 87, 63], [0, 87, 59]]","[[58, 31, 63]]"
tomo_161683,1,26,0,0.03703703702331961,0.9999999900000002,0.0714285706887755,0.1612903209157128,27,1,"[[48, 104, 76], [60, 101, 71], [55, 103, 79], [91, 21, 53], [51, 20, 53], [36, 101, 70], [79, 102, 73], [62, 74, 44], [65, 57, 40], [90, 71, 40], [54, 65, 40], [73, 63, 39], [27, 74, 41], [54, 66, 62], [5, 103, 72], [1, 23, 56], [62, 22, 76], [120, 63, 44], [71, 59, 67], [83, 61, 63], [1, 75, 39], [1, 54, 41], [18, 85, 48], [58, 79, 118], [1, 66, 37], [52, 50, 78], [45, 25, 83]]","[[100, 20, 51]]"
tomo_16fce8,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[67, 79, 52], [74, 83, 57], [65, 84, 67], [48, 83, 66], [27, 81, 60], [14, 77, 56], [5, 73, 54], [119, 69, 57]]",[]
tomo_19a313,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[0, 80, 62], [46, 99, 105], [0, 81, 43]]","[[0, 80, 41]]"
tomo_1c75ac,0,7,0,0.0,1.0,0.0,0.0,7,0,"[[115, 78, 44], [7, 84, 43], [79, 80, 41], [63, 82, 41], [31, 83, 41], [0, 67, 117], [83, 37, 120]]",[]
tomo_1cc887,1,29,0,0.03333333332222222,0.9999999900000002,0.06451612836628512,0.14705882201557094,30,1,"[[56, 85, 25], [59, 109, 102], [47, 107, 107], [93, 25, 69], [82, 20, 87], [89, 76, 28], [74, 66, 105], [84, 30, 67], [74, 24, 70], [65, 61, 109], [61, 58, 111], [50, 64, 107], [38, 42, 109], [54, 44, 112], [88, 39, 110], [76, 114, 70], [29, 116, 30], [122, 23, 70], [122, 16, 77], [90, 110, 113], [0, 54, 106], [0, 109, 91], [50, 101, 47], [45, 59, 49], [74, 57, 57], [113, 113, 110], [110, 111, 112], [34, 116, 63], [55, 98, 53], [0, 69, 95]]","[[57, 92, 26]]"
tomo_1e9980,0,4,0,0.0,1.0,0.0,0.0,4,0,"[[113, 75, 53], [94, 70, 51], [39, 66, 58], [57, 60, 59]]",[]
tomo_1f0e78,1,10,0,0.09090909082644627,0.9999999900000002,0.16666666486111115,0.3333333297777778,11,1,"[[46, 104, 36], [46, 86, 105], [70, 83, 106], [74, 58, 103], [72, 65, 106], [54, 68, 107], [55, 94, 67], [0, 103, 37], [13, 96, 107], [55, 61, 24], [62, 58, 25]]","[[26, 106, 36]]"
tomo_221a47,1,13,0,0.07142857137755101,0.9999999900000002,0.13333333191111113,0.277777774845679,14,1,"[[61, 41, 78], [61, 38, 71], [5, 53, 85], [61, 39, 74], [54, 47, 83], [74, 49, 85], [34, 50, 85], [98, 45, 81], [84, 38, 71], [118, 46, 79], [122, 41, 70], [123, 39, 60], [25, 40, 73], [0, 37, 54]]","[[80, 43, 78]]"
tomo_225d8f,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[0, 57, 78], [0, 59, 71], [6, 56, 82]]","[[0, 64, 69]]"
tomo_2645a0,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[55, 84, 43], [79, 85, 44], [120, 89, 48], [36, 85, 45], [67, 94, 56], [29, 91, 62], [0, 76, 81], [0, 84, 72]]",[]
tomo_288d4f,0,9,0,0.0,1.0,0.0,0.0,9,0,"[[92, 88, 79], [90, 86, 67], [53, 78, 80], [121, 87, 76], [122, 80, 83], [66, 70, 83], [123, 68, 84], [0, 73, 72], [21, 77, 76]]",[]
tomo_28f9c1,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_2a6091,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9999999880000001,1,1,"[[111, 62, 84]]","[[99, 66, 88]]"
tomo_2a6ca2,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 70, 48]]"
tomo_2acf68,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[5, 42, 96], [49, 36, 4]]","[[49, 45, 94]]"
tomo_2daaee,0,0,4,0.0,0.0,0.0,0.0,0,4,[],"[[0, 82, 115], [24, 84, 113], [77, 22, 100], [7, 78, 114]]"
tomo_319f79,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 34, 51]]"
tomo_3264bc,0,3,0,0.0,1.0,0.0,0.0,3,0,"[[59, 54, 42], [122, 52, 39], [77, 45, 47]]",[]
tomo_32aaa7,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[70, 70, 88]]"
tomo_37076e,1,11,0,0.08333333326388888,0.9999999900000002,0.1538461521893491,0.3124999966796875,12,1,"[[1, 72, 98], [0, 46, 67], [0, 62, 26], [0, 88, 29], [0, 91, 30], [50, 92, 31], [0, 78, 26], [0, 47, 43], [0, 45, 50], [0, 45, 55], [0, 59, 85], [0, 56, 80]]","[[45, 51, 41]]"
tomo_372a5c,0,1,1,0.0,0.0,0.0,0.0,1,1,"[[63, 39, 27]]","[[93, 97, 56]]"
tomo_375513,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[118, 77, 31]]"
tomo_37c426,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_38c2a6,0,12,1,0.0,0.0,0.0,0.0,12,1,"[[64, 81, 35], [79, 81, 32], [46, 81, 37], [30, 81, 40], [85, 88, 99], [42, 94, 37], [122, 83, 49], [122, 84, 60], [117, 71, 63], [121, 86, 85], [82, 69, 60], [1, 95, 34]]","[[127, 92, 28]]"
tomo_39b15b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_401341,1,19,0,0.049999999975,0.9999999900000002,0.09523809424036282,0.20833333116319444,20,1,"[[79, 85, 98], [50, 95, 91], [61, 90, 96], [46, 103, 61], [89, 98, 84], [24, 97, 87], [93, 69, 99], [10, 102, 76], [101, 13, 109], [4, 102, 28], [24, 100, 22], [18, 99, 29], [44, 101, 44], [2, 105, 61], [1, 104, 56], [122, 64, 93], [1, 103, 52], [61, 11, 108], [13, 101, 42], [0, 77, 94]]","[[80, 82, 100]]"
tomo_412d88,1,22,0,0.04347826085066162,0.9999999900000002,0.08333333246527778,0.18518518326474623,23,1,"[[74, 87, 66], [29, 87, 68], [47, 85, 90], [37, 26, 80], [42, 80, 85], [44, 55, 85], [69, 24, 77], [64, 16, 36], [48, 16, 43], [46, 15, 36], [64, 85, 103], [54, 21, 32], [77, 81, 83], [49, 80, 48], [23, 50, 85], [1, 15, 35], [0, 33, 84], [0, 23, 75], [0, 60, 80], [1, 75, 88], [0, 26, 30], [8, 57, 82], [124, 69, 45]]","[[3, 14, 38]]"
tomo_417e5f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[127, 60, 77]]"
tomo_4469a7,0,8,0,0.0,1.0,0.0,0.0,8,0,"[[89, 87, 81], [121, 85, 81], [70, 85, 69], [101, 88, 66], [39, 71, 82], [48, 78, 80], [55, 70, 83], [0, 71, 76]]",[]
tomo_466489,0,11,0,0.0,1.0,0.0,0.0,11,0,"[[118, 50, 91], [86, 40, 90], [52, 49, 91], [74, 39, 82], [99, 44, 90], [22, 48, 89], [34, 44, 83], [6, 49, 88], [60, 43, 72], [14, 59, 23], [0, 46, 70]]",[]
tomo_47d380,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_48dc93,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[22, 98, 64], [8, 97, 68]]"
tomo_499ee0,0,4,0,0.0,1.0,0.0,0.0,4,0,"[[69, 64, 47], [45, 65, 46], [7, 68, 47], [121, 68, 48]]",[]
tomo_4e1b18,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
