tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,8,0,0.1111111109876543,0.9999999900000002,0.1999999978,0.38461538047337274,9,1,"[[52, 46, 16], [42, 89, 81], [69, 92, 80], [91, 92, 78], [115, 48, 28], [122, 75, 80], [1, 52, 20], [75, 70, 83], [0, 43, 27]]","[[15, 47, 17]]"
tomo_03437b,1,15,0,0.0624999999609375,0.9999999900000002,0.11764705757785467,0.249999997375,16,1,"[[65, 57, 29], [42, 61, 28], [86, 58, 29], [27, 61, 30], [72, 112, 87], [31, 53, 39], [31, 109, 91], [30, 113, 83], [29, 113, 86], [121, 56, 40], [122, 57, 45], [121, 53, 46], [0, 60, 39], [0, 65, 38], [27, 56, 58], [55, 53, 58]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,12,0,0.0,1.0,0.0,0.0,12,0,"[[118, 55, 89], [121, 53, 87], [121, 49, 84], [72, 49, 87], [121, 68, 84], [121, 65, 85], [40, 51, 86], [62, 53, 89], [40, 55, 89], [26, 48, 82], [0, 51, 81], [127, 60, 86]]",[]
tomo_081a2d,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[59, 43, 89], [62, 38, 49], [51, 36, 53], [70, 37, 57], [21, 45, 82], [107, 47, 88], [122, 52, 85], [0, 51, 83]]","[[66, 42, 90]]"
tomo_0eb994,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[75, 111, 87]]"
tomo_12f896,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[82, 51, 43], [51, 51, 40], [83, 51, 25], [86, 50, 29], [1, 52, 43], [121, 51, 37], [53, 50, 28], [0, 50, 34], [110, 52, 44], [20, 53, 41]]","[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,9,0,0.0999999999,0.9999999900000002,0.18181817983471074,0.35714285331632656,10,1,"[[72, 31, 65], [69, 42, 36], [66, 33, 74], [49, 41, 38], [41, 33, 63], [39, 33, 70], [40, 43, 36], [104, 47, 34], [47, 55, 32], [42, 51, 33]]","[[58, 31, 63]]"
tomo_161683,1,20,0,0.04761904759637188,0.9999999900000002,0.09090908995867768,0.19999999792,21,1,"[[105, 21, 52], [37, 104, 79], [42, 103, 75], [59, 18, 55], [62, 22, 51], [35, 102, 72], [82, 18, 57], [40, 21, 53], [61, 102, 72], [89, 19, 54], [19, 103, 75], [78, 102, 74], [71, 72, 39], [69, 65, 38], [50, 67, 37], [68, 61, 39], [48, 61, 38], [24, 64, 38], [17, 69, 38], [1, 102, 73], [0, 101, 81]]","[[100, 20, 51]]"
tomo_16fce8,0,13,0,0.0,1.0,0.0,0.0,13,0,"[[10, 77, 56], [66, 81, 68], [68, 80, 58], [83, 72, 54], [12, 80, 68], [61, 69, 53], [53, 74, 52], [116, 68, 58], [48, 81, 67], [31, 69, 52], [98, 66, 54], [15, 75, 77], [127, 64, 59]]",[]
tomo_19a313,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[0, 80, 62], [0, 81, 45], [0, 73, 26]]","[[0, 80, 41]]"
tomo_1c75ac,0,10,0,0.0,1.0,0.0,0.0,10,0,"[[77, 79, 40], [62, 83, 42], [57, 79, 38], [91, 75, 40], [27, 78, 38], [30, 82, 40], [17, 74, 36], [42, 75, 36], [121, 71, 44], [0, 79, 39]]",[]
tomo_1cc887,1,39,0,0.02499999999375,0.9999999900000002,0.0487804873051755,0.11363636247417357,40,1,"[[39, 82, 25], [56, 85, 25], [109, 16, 79], [36, 101, 113], [33, 44, 108], [36, 47, 111], [70, 74, 27], [82, 95, 115], [64, 100, 114], [89, 49, 113], [78, 41, 112], [85, 16, 80], [58, 48, 113], [48, 110, 110], [85, 69, 32], [107, 93, 113], [112, 97, 115], [53, 53, 113], [85, 58, 111], [75, 21, 68], [67, 111, 102], [39, 58, 110], [65, 65, 37], [102, 55, 112], [88, 18, 74], [93, 24, 68], [64, 57, 111], [38, 68, 34], [113, 47, 113], [87, 107, 113], [87, 111, 105], [20, 67, 35], [110, 79, 29], [68, 18, 81], [111, 108, 114], [91, 21, 64], [87, 16, 92], [113, 38, 109], [0, 64, 42], [44, 61, 45]]","[[57, 92, 26]]"
tomo_1e9980,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[116, 75, 54], [119, 65, 51], [119, 68, 51], [96, 68, 51], [121, 73, 79]]",[]
tomo_1f0e78,1,8,0,0.1111111109876543,0.9999999900000002,0.1999999978,0.38461538047337274,9,1,"[[74, 87, 103], [70, 85, 105], [45, 87, 105], [44, 104, 35], [48, 90, 26], [45, 95, 28], [76, 56, 101], [65, 85, 25], [81, 70, 107]]","[[26, 106, 36]]"
tomo_221a47,1,7,0,0.12499999984374999,0.9999999900000002,0.22222221975308643,0.41666666215277787,8,1,"[[61, 38, 70], [5, 53, 83], [100, 44, 78], [81, 52, 82], [97, 47, 80], [21, 40, 73], [48, 46, 81], [28, 39, 69]]","[[80, 43, 78]]"
tomo_225d8f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 64, 69]]"
tomo_2645a0,0,15,0,0.0,1.0,0.0,0.0,15,0,"[[119, 88, 48], [56, 82, 42], [80, 80, 41], [81, 88, 46], [35, 84, 45], [72, 95, 57], [34, 90, 63], [42, 93, 61], [53, 91, 67], [44, 88, 70], [0, 85, 46], [0, 89, 49], [0, 90, 52], [27, 81, 77], [0, 75, 81]]",[]
tomo_288d4f,0,9,0,0.0,1.0,0.0,0.0,9,0,"[[121, 64, 81], [117, 87, 80], [120, 79, 83], [75, 62, 81], [48, 71, 81], [55, 67, 81], [122, 83, 63], [85, 83, 63], [127, 83, 74]]",[]
tomo_28f9c1,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_2a6091,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[121, 62, 81], [72, 61, 79]]","[[99, 66, 88]]"
tomo_2a6ca2,0,4,1,0.0,0.0,0.0,0.0,4,1,"[[6, 104, 44], [5, 103, 40], [4, 100, 22], [1, 93, 25]]","[[0, 70, 48]]"
tomo_2acf68,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[1, 42, 93], [45, 42, 95]]","[[49, 45, 94]]"
tomo_2daaee,0,0,4,0.0,0.0,0.0,0.0,0,4,[],"[[0, 82, 115], [24, 84, 113], [77, 22, 100], [7, 78, 114]]"
tomo_319f79,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 34, 51]]"
tomo_3264bc,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_32aaa7,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[70, 70, 88]]"
tomo_37076e,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[45, 51, 41]]"
tomo_372a5c,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[93, 97, 56]]"
tomo_375513,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9999999880000001,1,1,"[[122, 76, 36]]","[[118, 77, 31]]"
tomo_37c426,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_38c2a6,1,16,0,0.05882352937716263,0.9999999900000002,0.11111110993827158,0.238095235600907,17,1,"[[120, 81, 31], [121, 72, 40], [120, 95, 27], [79, 96, 29], [83, 82, 35], [70, 81, 39], [121, 70, 61], [53, 97, 31], [65, 84, 48], [75, 89, 101], [123, 84, 48], [110, 92, 102], [0, 80, 42], [0, 96, 32], [72, 70, 44], [68, 85, 58], [78, 68, 60]]","[[127, 92, 28]]"
tomo_39b15b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_401341,1,8,0,0.1111111109876543,0.9999999900000002,0.1999999978,0.38461538047337274,9,1,"[[81, 85, 99], [92, 82, 101], [62, 90, 98], [91, 96, 90], [50, 104, 81], [44, 96, 91], [65, 97, 90], [111, 90, 95], [32, 105, 59]]","[[80, 82, 100]]"
tomo_412d88,1,22,0,0.04347826085066162,0.9999999900000002,0.08333333246527778,0.18518518326474623,23,1,"[[65, 85, 103], [37, 84, 103], [38, 27, 80], [21, 88, 67], [56, 28, 81], [71, 15, 38], [34, 35, 84], [38, 17, 34], [72, 88, 65], [19, 82, 91], [49, 22, 31], [29, 78, 113], [1, 84, 69], [0, 34, 83], [122, 29, 36], [0, 84, 101], [0, 74, 105], [122, 48, 36], [0, 77, 101], [0, 76, 91], [121, 68, 45], [14, 70, 111], [95, 23, 34]]","[[3, 14, 38]]"
tomo_417e5f,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9999999880000001,1,1,"[[122, 55, 81]]","[[127, 60, 77]]"
tomo_4469a7,0,14,0,0.0,1.0,0.0,0.0,14,0,"[[116, 79, 82], [117, 74, 83], [119, 71, 83], [96, 71, 84], [79, 63, 82], [50, 66, 81], [72, 84, 66], [121, 85, 68], [84, 86, 64], [40, 70, 81], [90, 84, 85], [46, 76, 78], [90, 87, 82], [121, 65, 33]]",[]
tomo_466489,0,14,0,0.0,1.0,0.0,0.0,14,0,"[[116, 51, 91], [115, 55, 92], [113, 46, 89], [11, 45, 83], [20, 50, 89], [53, 48, 89], [63, 46, 87], [51, 54, 92], [73, 42, 81], [64, 45, 70], [64, 44, 76], [34, 43, 81], [89, 58, 93], [0, 47, 72]]",[]
tomo_47d380,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
