tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_02862f,1,16,0,0.05882352937716263,0.9999999900000002,0.11111110993827158,0.238095235600907,17,1,"[[72, 92, 81], [50, 46, 15], [52, 91, 82], [68, 48, 17], [94, 93, 79], [50, 40, 22], [8, 47, 16], [6, 52, 18], [119, 90, 80], [116, 48, 24], [77, 70, 84], [0, 41, 44], [87, 73, 84], [122, 58, 18], [51, 74, 84], [52, 38, 41], [48, 38, 46]]","[[15, 47, 17]]"
tomo_03437b,1,14,0,0.06666666662222222,0.9999999900000002,0.12499999867187499,0.26315789196675904,15,1,"[[44, 63, 27], [66, 58, 28], [93, 61, 28], [73, 113, 88], [27, 61, 28], [56, 114, 86], [16, 114, 84], [31, 111, 91], [115, 102, 85], [47, 51, 42], [0, 59, 64], [28, 55, 59], [0, 56, 56], [122, 69, 26], [50, 54, 60]]","[[52, 115, 86]]"
tomo_04d42b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_05b39c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_072a16,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_081a2d,1,17,0,0.05555555552469135,0.9999999900000002,0.1052631567867036,0.2272727248966942,18,1,"[[76, 35, 58], [51, 35, 58], [62, 42, 89], [79, 41, 88], [20, 36, 58], [111, 43, 87], [17, 44, 83], [2, 37, 58], [62, 97, 45], [2, 46, 85], [2, 53, 85], [68, 96, 64], [0, 41, 48], [72, 98, 61], [60, 85, 31], [80, 93, 39], [0, 48, 40], [0, 48, 75]]","[[66, 42, 90]]"
tomo_0eb994,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[75, 111, 87]]"
tomo_12f896,0,4,1,0.0,0.0,0.0,0.0,4,1,"[[83, 51, 23], [26, 52, 43], [95, 49, 26], [116, 50, 36]]","[[9, 54, 29]]"
tomo_136c8d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_138018,1,22,0,0.04347826085066162,0.9999999900000002,0.08333333246527778,0.18518518326474623,23,1,"[[32, 34, 62], [73, 32, 63], [71, 39, 41], [50, 39, 42], [93, 39, 43], [71, 89, 64], [12, 44, 46], [51, 89, 61], [84, 87, 73], [115, 42, 37], [85, 78, 82], [105, 33, 74], [2, 51, 38], [116, 51, 34], [55, 87, 70], [78, 84, 48], [0, 48, 81], [0, 88, 58], [0, 89, 62], [75, 92, 49], [0, 80, 79], [127, 40, 39], [127, 54, 35]]","[[58, 31, 63]]"
